amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,risk_score,merchant_category_encoded,hour_category_Morning,hour_category_Afternoon,hour_category_Evening,amount_category_Medium,amount_category_High,amount_category_Very High,age_group_Adult,age_group_Middle Age,age_group_Senior,is_fraud
67.88,6,0,0,30,3,50,8.0,4,False,False,False,True,False,False,False,True,False,0
69.09,16,0,0,52,2,40,5.4,1,False,True,False,True,False,False,False,True,False,0
510.29,6,0,1,80,3,67,8.5,3,False,False,False,False,False,True,False,False,True,0
123.27,16,0,0,71,4,23,7.45,2,False,True,False,True,False,False,False,False,False,0
275.34,20,0,0,84,3,39,5.3,0,False,False,True,False,True,False,False,True,False,0
18.33,15,0,0,70,2,58,4.5,3,False,True,False,False,False,False,False,False,True,0
21.5,21,0,0,74,2,21,4.3,3,False,False,True,False,False,False,False,False,False,0
33.24,2,0,0,89,2,37,3.55,3,False,False,False,False,False,False,False,True,False,0
70.13,17,1,0,46,3,51,9.2,1,False,True,False,True,False,False,False,False,True,0
38.48,21,0,0,36,4,58,9.2,2,False,False,True,False,False,False,False,False,True,0
570.49,14,0,0,62,4,56,7.9,1,False,True,False,False,False,True,False,False,True,0
210.54,10,0,0,68,1,54,3.1,2,True,False,False,False,True,False,False,False,True,0
104.87,23,0,0,72,1,57,2.9,0,False,False,True,True,False,False,False,False,True,0
78.51,8,0,0,26,1,18,5.2,1,True,False,False,True,False,False,False,False,False,0
36.66,13,0,1,28,1,40,8.1,4,False,True,False,False,False,False,False,True,False,0
296.52,0,0,0,99,3,18,4.55,1,False,False,False,False,True,False,False,False,False,0
130.22,0,0,0,65,0,26,1.75,3,False,False,False,True,False,False,True,False,False,0
4.49,4,0,0,54,0,30,2.3,2,False,False,False,False,False,False,True,False,False,0
3.29,23,0,0,48,2,29,5.6,1,False,False,True,False,False,False,True,False,False,0
70.6,22,0,0,46,2,43,5.7,2,False,False,True,True,False,False,False,True,False,0
59.11,19,0,0,45,1,43,4.25,3,False,False,True,True,False,False,False,True,False,0
517.88,23,0,0,80,6,30,10.0,4,False,False,True,False,False,True,True,False,False,0
41.0,2,0,0,85,3,57,5.25,2,False,False,False,False,False,False,False,False,True,0
8.37,16,0,0,98,2,39,3.1,4,False,True,False,False,False,False,False,True,False,0
95.86,21,0,0,88,2,62,3.6,4,False,False,True,True,False,False,False,False,True,0
542.04,8,0,0,81,0,25,0.95,0,True,False,False,False,False,True,False,False,False,0
24.55,21,1,0,91,3,56,6.95,0,False,False,True,False,False,False,False,False,True,0
142.31,4,1,0,65,2,41,6.75,0,False,False,False,True,False,False,False,True,False,0
48.81,16,0,0,53,4,46,8.35,4,False,True,False,False,False,False,False,True,False,0
340.82,9,0,0,76,2,48,4.2,4,True,False,False,False,False,True,False,True,False,0
10.36,11,0,0,67,2,54,4.65,4,True,False,False,False,False,False,False,False,True,0
31.95,16,1,0,42,2,64,7.9,1,False,True,False,False,False,False,False,False,True,0
136.41,11,0,0,40,3,57,7.5,1,True,False,False,True,False,False,False,False,True,0
13.24,22,0,0,64,4,62,7.8,1,False,False,True,False,False,False,False,False,True,0
28.55,14,0,0,96,2,32,3.2,0,False,True,False,False,False,False,True,False,False,0
0.24,13,0,0,30,3,53,8.0,0,False,True,False,False,False,False,False,False,True,0
251.51,22,0,0,56,2,41,5.2,3,False,False,True,False,True,False,False,True,False,0
20.92,17,0,0,30,2,62,6.5,2,False,True,False,False,False,False,False,False,True,0
199.97,21,0,1,79,3,63,8.55,2,False,False,True,False,True,False,False,False,True,0
172.1,13,0,0,89,2,49,3.55,1,False,True,False,False,True,False,False,True,False,0
25.28,1,0,0,92,2,49,3.4,1,False,False,False,False,False,False,False,True,False,0
202.91,1,0,0,46,0,68,2.7,1,False,False,False,False,True,False,False,False,True,0
285.35,11,0,0,29,2,28,6.55,2,True,False,False,False,True,False,True,False,False,0
357.37,13,1,0,68,4,49,9.6,0,False,True,False,False,False,True,False,True,False,0
136.83,13,0,0,30,3,20,8.0,1,False,True,False,True,False,False,False,False,False,0
18.44,8,0,0,80,4,53,7.0,0,True,False,False,False,False,False,False,False,True,0
205.23,2,0,0,40,4,64,9.0,2,False,False,False,False,True,False,False,False,True,0
428.43,0,0,1,66,1,25,6.2,4,False,False,False,False,False,True,False,False,False,0
723.9,8,0,0,93,2,42,3.35,2,True,False,False,False,False,True,False,True,False,0
32.9,17,0,0,57,2,46,5.15,1,False,True,False,False,False,False,False,True,False,0
504.92,19,0,0,56,1,59,3.7,1,False,False,True,False,False,True,False,False,True,0
529.59,4,0,0,53,1,24,3.85,0,False,False,False,False,False,True,False,False,False,0
306.46,6,0,0,46,1,31,4.2,3,False,False,False,False,False,True,True,False,False,0
121.07,5,0,0,37,1,68,4.65,3,False,False,False,True,False,False,False,False,True,0
19.33,10,0,0,59,2,68,5.05,0,True,False,False,False,False,False,False,False,True,0
29.36,19,0,0,26,3,44,8.2,0,False,False,True,False,False,False,False,True,False,0
231.35,23,0,0,62,2,67,4.9,1,False,False,True,False,True,False,False,False,True,0
607.77,21,0,0,86,1,67,2.2,4,False,False,True,False,False,True,False,False,True,0
185.55,12,0,0,51,0,27,2.45,1,True,False,False,False,True,False,True,False,False,0
36.88,19,0,0,44,1,46,4.3,1,False,False,True,False,False,False,False,True,False,0
218.3,0,0,0,66,1,47,3.2,1,False,False,False,False,True,False,False,True,False,0
156.49,18,0,0,36,3,68,7.7,4,False,True,False,False,True,False,False,False,True,0
858.88,13,0,0,82,3,49,5.4,2,False,True,False,False,False,True,False,True,False,0
105.93,2,0,0,73,2,56,4.35,2,False,False,False,True,False,False,False,False,True,0
209.89,11,0,0,25,1,53,5.25,2,True,False,False,False,True,False,False,False,True,0
360.84,15,0,0,42,2,29,5.9,2,False,True,False,False,False,True,True,False,False,0
118.03,4,0,0,96,2,57,3.2,2,False,False,False,True,False,False,False,False,True,0
29.55,14,1,0,81,2,40,5.95,1,False,True,False,False,False,False,False,True,False,0
324.59,19,0,0,39,4,44,9.05,0,False,False,True,False,False,True,False,True,False,0
84.47,6,1,0,48,1,46,6.1,3,False,False,False,True,False,False,False,True,False,0
95.21,13,0,0,82,3,39,5.4,2,False,True,False,True,False,False,False,True,False,0
156.76,10,1,0,92,1,31,3.9,3,True,False,False,False,True,False,True,False,False,0
321.5,4,0,0,85,1,44,2.25,3,False,False,False,False,False,True,False,True,False,0
24.05,13,0,0,31,1,23,4.95,0,False,True,False,False,False,False,False,False,False,0
111.58,8,0,0,60,3,26,6.5,4,True,False,False,True,False,False,True,False,False,0
285.09,6,0,0,35,3,58,7.75,4,False,False,False,False,True,False,False,False,True,0
39.42,6,1,0,68,2,42,6.6,1,False,False,False,False,False,False,False,True,False,0
105.31,11,1,0,37,2,19,8.15,3,True,False,False,True,False,False,False,False,False,0
237.21,13,0,0,53,1,67,3.85,4,False,True,False,False,True,False,False,False,True,0
41.22,10,0,0,91,3,69,4.95,1,True,False,False,False,False,False,False,False,True,0
3.25,18,0,0,70,2,67,4.5,2,False,True,False,False,False,False,False,False,True,0
100.08,10,0,0,92,2,19,3.4,0,True,False,False,True,False,False,False,False,False,0
434.98,19,1,0,61,3,29,8.45,2,False,False,True,False,False,True,True,False,False,0
643.94,1,0,0,74,1,64,2.8,3,False,False,False,False,False,True,False,False,True,0
103.4,13,0,0,98,1,69,1.6,2,False,True,False,True,False,False,False,False,True,0
99.75,21,0,0,27,0,30,3.65,4,False,False,True,True,False,False,True,False,False,0
92.4,5,0,0,99,3,59,4.55,1,False,False,False,True,False,False,False,False,True,0
362.59,11,0,0,37,1,30,4.65,3,True,False,False,False,False,True,True,False,False,0
135.73,18,0,0,25,3,42,8.25,3,False,True,False,True,False,False,False,True,False,0
227.6,12,0,0,31,0,34,3.45,1,True,False,False,False,True,False,True,False,False,0
61.32,14,0,0,81,0,21,0.95,1,False,True,False,True,False,False,False,False,False,0
195.53,1,0,0,39,3,46,7.55,3,False,False,False,False,True,False,False,True,False,0
275.4,5,0,0,26,2,37,6.7,2,False,False,False,False,True,False,False,True,False,0
1227.01,9,0,0,52,3,29,6.9,0,True,False,False,False,False,True,True,False,False,0
32.54,9,0,0,72,3,46,5.9,1,True,False,False,False,False,False,False,True,False,0
35.36,11,0,0,95,4,65,6.25,3,True,False,False,False,False,False,False,False,True,0
42.55,0,0,0,27,5,41,11.15,2,False,False,False,False,False,False,False,True,False,1
188.05,9,0,1,64,2,50,7.8,2,True,False,False,False,True,False,False,True,False,0
372.71,13,0,0,26,1,20,5.2,0,False,True,False,False,False,True,False,False,False,0
57.0,5,0,0,75,3,57,5.75,0,False,False,False,True,False,False,False,False,True,0
48.13,12,0,0,97,2,31,3.15,0,True,False,False,False,False,False,True,False,False,0
56.89,7,0,0,38,4,53,9.1,0,True,False,False,True,False,False,False,False,True,0
80.12,22,0,0,34,1,43,4.8,4,False,False,True,True,False,False,False,True,False,0
7.15,23,0,0,59,1,47,3.55,1,False,False,True,False,False,False,False,True,False,0
59.13,23,0,0,64,3,38,6.3,4,False,False,True,True,False,False,False,True,False,0
201.44,20,1,0,37,4,22,11.15,3,False,False,True,False,True,False,False,False,False,0
39.17,20,0,0,56,2,44,5.2,4,False,False,True,False,False,False,False,True,False,0
146.83,2,0,1,94,4,48,9.3,2,False,False,False,True,False,False,False,True,False,0
120.8,20,0,0,45,2,29,5.75,0,False,False,True,True,False,False,True,False,False,0
132.96,17,0,1,73,4,42,10.35,0,False,True,False,True,False,False,False,True,False,0
437.04,4,0,1,64,2,68,7.8,1,False,False,False,False,False,True,False,False,True,0
363.18,2,0,0,90,1,41,2.0,4,False,False,False,False,False,True,False,True,False,0
175.66,2,0,1,49,2,46,8.55,4,False,False,False,False,True,False,False,True,False,0
27.6,20,0,0,53,2,56,5.35,3,False,False,True,False,False,False,False,False,True,0
113.51,1,0,0,51,1,28,3.95,0,False,False,False,True,False,False,True,False,False,0
14.46,8,0,0,68,0,22,1.6,2,True,False,False,False,False,False,False,False,False,0
53.07,20,0,1,49,3,58,10.05,0,False,False,True,True,False,False,False,False,True,0
66.74,7,0,1,67,5,40,12.15,2,True,False,False,True,False,False,False,True,False,0
28.68,0,0,0,55,0,68,2.25,4,False,False,False,False,False,False,False,False,True,0
232.68,18,1,0,29,1,58,7.05,4,False,True,False,False,True,False,False,False,True,0
57.26,11,0,0,88,2,22,3.6,4,True,False,False,True,False,False,False,False,False,0
120.37,8,0,0,45,2,23,5.75,0,True,False,False,True,False,False,False,False,False,0
39.48,12,0,0,81,3,56,5.45,2,True,False,False,False,False,False,False,False,True,0
187.16,3,0,1,70,4,65,10.5,3,False,False,False,False,True,False,False,False,True,0
102.58,10,0,1,37,4,54,12.15,1,True,False,False,True,False,False,False,False,True,0
275.43,11,0,0,85,3,21,5.25,2,True,False,False,False,True,False,False,False,False,0
66.6,16,0,0,32,4,55,9.4,0,False,True,False,True,False,False,False,False,True,0
9.61,4,0,0,94,2,46,3.3,3,False,False,False,False,False,False,False,True,False,0
131.77,5,0,0,92,2,23,3.4,1,False,False,False,True,False,False,False,False,False,0
41.14,17,0,0,65,0,35,1.75,4,False,True,False,False,False,False,True,False,False,0
87.04,13,0,1,74,3,22,8.8,4,False,True,False,True,False,False,False,False,False,0
275.65,12,0,1,84,0,38,3.8,0,True,False,False,False,True,False,False,True,False,0
305.49,21,0,0,75,2,32,4.25,1,False,False,True,False,False,True,True,False,False,0
22.35,10,0,0,67,1,23,3.15,4,True,False,False,False,False,False,False,False,False,0
120.92,7,0,0,94,2,23,3.3,2,True,False,False,True,False,False,False,False,False,0
334.02,14,0,0,92,3,68,4.9,4,False,True,False,False,False,True,False,False,True,0
121.91,19,0,0,35,0,39,3.25,2,False,False,True,True,False,False,False,True,False,0
410.04,5,0,0,70,3,25,6.0,0,False,False,False,False,False,True,False,False,False,0
131.23,13,0,0,69,1,62,3.05,1,False,True,False,True,False,False,False,False,True,0
299.18,14,0,0,60,3,43,6.5,0,False,True,False,False,True,False,False,True,False,0
303.13,3,0,0,61,1,20,3.45,1,False,False,False,False,False,True,False,False,False,0
78.24,4,0,0,81,1,33,2.45,2,False,False,False,True,False,False,True,False,False,0
36.12,8,1,1,51,1,20,8.95,1,True,False,False,False,False,False,False,False,False,0
184.4,6,0,0,26,2,35,6.7,1,False,False,False,False,True,False,True,False,False,0
214.77,11,0,0,73,1,18,2.85,1,True,False,False,False,True,False,False,False,False,0
247.2,8,0,0,89,3,34,5.05,0,True,False,False,False,True,False,True,False,False,0
73.66,7,0,0,74,3,38,5.8,0,True,False,False,True,False,False,False,True,False,0
39.37,9,0,0,57,0,31,2.15,3,True,False,False,False,False,False,True,False,False,0
151.7,20,0,0,99,5,68,7.55,4,False,False,True,False,True,False,False,False,True,0
16.54,7,1,1,48,1,43,9.1,3,True,False,False,False,False,False,False,True,False,0
425.31,13,1,0,26,3,41,10.2,0,False,True,False,False,False,True,False,True,False,0
104.21,6,0,1,43,2,34,8.85,4,False,False,False,True,False,False,True,False,False,0
55.48,3,1,1,40,2,55,11.0,4,False,False,False,True,False,False,False,False,True,1
99.89,22,0,0,56,1,49,3.7,1,False,False,True,True,False,False,False,True,False,0
41.74,16,0,0,95,3,47,4.75,2,False,True,False,False,False,False,False,True,False,0
137.95,14,0,0,83,2,31,3.85,0,False,True,False,True,False,False,True,False,False,0
44.43,7,0,0,25,1,67,5.25,3,True,False,False,False,False,False,False,False,True,0
147.05,15,1,0,30,2,27,8.5,0,False,True,False,True,False,False,True,False,False,0
82.18,4,0,1,61,2,18,7.95,3,False,False,False,True,False,False,False,False,False,0
346.77,8,0,1,59,2,26,8.05,2,True,False,False,False,False,True,True,False,False,0
195.71,15,0,0,53,0,53,2.35,1,False,True,False,False,True,False,False,False,True,0
25.86,6,0,0,41,4,61,8.95,3,False,False,False,False,False,False,False,False,True,0
220.49,19,0,1,91,2,56,6.45,1,False,False,True,False,True,False,False,False,True,0
137.18,0,0,1,29,2,52,9.55,2,False,False,False,True,False,False,False,False,True,1
225.52,11,0,0,25,2,31,6.75,4,True,False,False,False,True,False,True,False,False,0
35.1,10,0,0,49,3,48,7.05,2,True,False,False,False,False,False,False,True,False,0
17.27,1,0,0,50,5,56,10.0,0,False,False,False,False,False,False,False,False,True,0
624.57,8,0,0,93,1,20,1.85,0,True,False,False,False,False,True,False,False,False,0
17.23,10,0,0,99,1,48,1.55,4,True,False,False,False,False,False,False,True,False,0
541.05,15,0,1,69,2,66,7.55,1,False,True,False,False,False,True,False,False,True,0
52.66,9,0,0,93,2,67,3.35,2,True,False,False,True,False,False,False,False,True,0
251.27,20,0,1,99,3,47,7.55,1,False,False,True,False,True,False,False,True,False,0
22.22,3,0,0,28,4,45,9.6,3,False,False,False,False,False,False,False,True,False,0
624.21,21,0,1,26,1,41,8.2,3,False,False,True,False,False,True,False,True,False,0
155.95,2,0,0,94,2,42,3.3,1,False,False,False,False,True,False,False,True,False,0
183.38,6,0,0,28,1,65,5.1,0,False,False,False,False,True,False,False,False,True,0
149.31,5,0,0,28,4,51,9.6,0,False,False,False,True,False,False,False,False,True,0
369.4,15,0,0,93,3,32,4.85,2,False,True,False,False,False,True,True,False,False,0
556.87,0,0,0,81,1,49,2.45,1,False,False,False,False,False,True,False,True,False,0
1.17,19,0,0,47,2,60,5.65,4,False,False,True,False,False,False,False,False,True,0
32.18,17,0,0,54,5,48,9.8,3,False,True,False,False,False,False,False,True,False,0
499.01,9,0,0,49,2,41,5.55,2,True,False,False,False,False,True,False,True,False,0
266.23,4,0,0,69,1,26,3.05,0,False,False,False,False,True,False,True,False,False,0
132.66,23,0,0,96,1,33,1.7,0,False,False,True,True,False,False,True,False,False,0
42.49,5,0,0,31,1,33,4.95,1,False,False,False,False,False,False,True,False,False,0
26.42,10,0,0,68,3,31,6.1,2,True,False,False,False,False,False,True,False,False,0
251.27,8,0,0,40,1,34,4.5,0,True,False,False,False,True,False,True,False,False,0
103.6,15,0,0,54,2,54,5.3,4,False,True,False,True,False,False,False,False,True,0
380.46,6,0,0,82,1,45,2.4,4,False,False,False,False,False,True,False,True,False,0
45.1,20,0,0,86,3,40,5.2,0,False,False,True,False,False,False,False,True,False,0
143.39,11,0,0,83,4,54,6.85,2,True,False,False,True,False,False,False,False,True,0
701.79,2,1,1,94,1,20,6.8,4,False,False,False,False,False,True,False,False,False,1
49.75,11,0,0,79,2,34,4.05,4,True,False,False,False,False,False,True,False,False,0
220.39,23,0,0,50,2,41,5.5,2,False,False,True,False,True,False,False,True,False,0
44.9,9,0,0,67,1,44,3.15,1,True,False,False,False,False,False,False,True,False,0
341.43,14,1,0,71,4,18,9.45,1,False,True,False,False,False,True,False,False,False,0
35.54,5,1,0,66,2,25,6.7,0,False,False,False,False,False,False,False,False,False,0
21.43,10,0,0,98,3,44,4.6,0,True,False,False,False,False,False,False,True,False,0
239.5,20,0,0,92,0,62,0.4,0,False,False,True,False,True,False,False,False,True,0
48.23,21,0,0,96,0,29,0.2,1,False,False,True,False,False,False,True,False,False,0
791.2,6,0,1,48,4,25,11.6,4,False,False,False,False,False,True,False,False,False,0
33.35,15,0,0,88,2,50,3.6,4,False,True,False,False,False,False,False,True,False,0
241.0,5,0,0,64,1,51,3.3,3,False,False,False,False,True,False,False,False,True,0
85.24,17,0,0,72,2,55,4.4,3,False,True,False,True,False,False,False,False,True,0
76.81,2,0,0,32,2,27,6.4,1,False,False,False,True,False,False,True,False,False,0
42.61,17,0,0,38,3,19,7.6,1,False,True,False,False,False,False,False,False,False,0
269.79,17,0,1,52,1,33,6.9,4,False,True,False,False,True,False,True,False,False,0
194.35,8,0,0,42,2,57,5.9,0,True,False,False,False,True,False,False,False,True,0
132.47,21,0,0,88,2,19,3.6,4,False,False,True,True,False,False,False,False,False,0
325.55,22,0,0,57,2,23,5.15,3,False,False,True,False,False,True,False,False,False,0
95.78,21,0,0,52,1,49,3.9,2,False,False,True,True,False,False,False,True,False,0
31.01,21,0,0,92,4,41,6.4,1,False,False,True,False,False,False,False,True,False,0
463.23,1,0,0,63,1,52,3.35,4,False,False,False,False,False,True,False,False,True,0
289.62,15,0,1,46,1,44,7.2,4,False,True,False,False,True,False,False,True,False,0
0.01,3,0,0,78,1,34,2.6,0,False,False,False,False,False,False,True,False,False,0
339.34,10,0,0,70,3,30,6.0,4,True,False,False,False,False,True,True,False,False,0
73.18,13,0,0,56,2,47,5.2,1,False,True,False,True,False,False,False,True,False,0
175.95,17,0,0,52,4,27,8.4,2,False,True,False,False,True,False,True,False,False,0
642.2,6,0,0,78,1,52,2.6,1,False,False,False,False,False,True,False,False,True,0
50.97,15,0,0,89,0,63,0.55,2,False,True,False,True,False,False,False,False,True,0
13.17,4,0,0,61,2,29,4.95,3,False,False,False,False,False,False,True,False,False,0
305.66,17,0,0,68,3,23,6.1,3,False,True,False,False,False,True,False,False,False,0
305.35,11,0,0,58,3,50,6.6,1,True,False,False,False,False,True,False,True,False,0
244.94,2,0,0,27,1,32,5.15,4,False,False,False,False,True,False,True,False,False,0
303.22,6,0,0,73,1,69,2.85,4,False,False,False,False,False,True,False,False,True,0
35.42,12,0,0,98,1,54,1.6,1,True,False,False,False,False,False,False,False,True,0
5.75,1,0,0,91,1,50,1.95,4,False,False,False,False,False,False,False,True,False,0
91.11,10,0,0,64,1,64,3.3,4,True,False,False,True,False,False,False,False,True,0
361.87,12,0,0,62,2,37,4.9,0,True,False,False,False,False,True,False,True,False,0
42.88,2,1,0,45,3,58,9.25,1,False,False,False,False,False,False,False,False,True,0
37.71,20,0,0,43,0,18,2.85,1,False,False,True,False,False,False,False,False,False,0
20.1,15,0,0,79,0,69,1.05,3,False,True,False,False,False,False,False,False,True,0
868.26,8,0,0,99,3,69,4.55,1,True,False,False,False,False,True,False,False,True,0
24.09,7,0,0,52,3,57,6.9,1,True,False,False,False,False,False,False,False,True,0
33.7,20,0,0,28,1,43,5.1,0,False,False,True,False,False,False,False,True,False,0
19.34,0,0,0,26,2,40,6.7,4,False,False,False,False,False,False,False,True,False,0
43.11,5,0,0,30,2,21,6.5,1,False,False,False,False,False,False,False,False,False,0
181.49,20,0,0,41,4,20,8.95,0,False,False,True,False,True,False,False,False,False,0
88.6,19,0,0,34,1,25,4.8,1,False,False,True,True,False,False,False,False,False,0
16.82,19,0,0,32,1,53,4.9,4,False,False,True,False,False,False,False,False,True,0
164.65,18,0,0,33,2,58,6.35,1,False,True,False,False,True,False,False,False,True,0
56.79,2,0,0,42,0,30,2.9,0,False,False,False,True,False,False,True,False,False,0
1.04,17,0,0,53,2,38,5.35,3,False,True,False,False,False,False,False,True,False,0
15.67,0,0,0,93,5,39,7.85,3,False,False,False,False,False,False,False,True,False,0
129.17,8,0,0,51,1,23,3.95,2,True,False,False,True,False,False,False,False,False,0
14.4,9,0,0,58,2,22,5.1,1,True,False,False,False,False,False,False,False,False,0
9.35,21,0,0,54,5,24,9.8,1,False,False,True,False,False,False,False,False,False,0
257.47,14,0,0,69,2,64,4.55,3,False,True,False,False,True,False,False,False,True,0
176.02,5,0,0,60,2,37,5.0,4,False,False,False,False,True,False,False,True,False,0
253.27,15,0,1,99,1,56,4.55,3,False,True,False,False,True,False,False,False,True,0
100.97,0,1,0,43,0,49,4.85,4,False,False,False,True,False,False,False,True,False,0
1.99,17,0,0,81,0,23,0.95,1,False,True,False,False,False,False,False,False,False,0
215.2,16,0,0,73,3,40,5.85,0,False,True,False,False,True,False,False,True,False,0
0.91,14,0,0,84,3,52,5.3,3,False,True,False,False,False,False,False,False,True,0
495.26,9,0,0,59,2,23,5.05,4,True,False,False,False,False,True,False,False,False,0
295.83,7,0,0,46,2,26,5.7,3,True,False,False,False,True,False,True,False,False,0
185.62,16,0,1,63,1,65,6.35,3,False,True,False,False,True,False,False,False,True,0
23.64,11,0,0,97,1,57,1.65,2,True,False,False,False,False,False,False,False,True,0
69.56,4,0,0,92,2,44,3.4,4,False,False,False,True,False,False,False,True,False,0
6.19,9,0,0,91,1,27,1.95,4,True,False,False,False,False,False,True,False,False,0
260.19,11,0,0,36,4,31,9.2,0,True,False,False,False,True,False,True,False,False,0
176.95,10,1,0,85,2,53,5.75,4,True,False,False,False,True,False,False,False,True,0
10.1,10,0,0,47,1,23,4.15,1,True,False,False,False,False,False,False,False,False,0
96.0,15,1,0,34,2,21,8.3,2,False,True,False,True,False,False,False,False,False,0
